"term","NES","padj","size"
"regulation of ossification",1.11857726558828,0.641625673766288,39
"rna decapping",1.1424601968285,0.641625673766288,18
"single fertilization",1.11624284478209,0.641625673766288,41
"synapse assembly",1.10020790346788,0.641625673766288,62
"response to growth hormone",1.13932254400195,0.642512521680471,20
"regulation of mitochondrial gene expression",1.12715980045593,0.642892122892123,27
"fear response",1.15413170338047,0.643118435277269,11
"mitochondrion organization",1.05624420082635,0.643118435277269,278
"neutral amino acid transport",1.13805773245869,0.643118435277269,20
"cytokine production involved in immune response",1.09774496395953,0.643281278711317,61
"peptide transport",1.085227513707,0.644331554062668,97
"regulation of adenylate cyclase activating g protein coupled receptor signaling pathway",1.1379094068725,0.644331554062668,12
"regulation of amyloid fibril formation",1.14609117028956,0.644331554062668,10
"regulation of myeloid cell apoptotic process",1.14614925714984,0.644331554062668,17
"kidney morphogenesis",1.12421049418693,0.646110790559291,23
"viral protein processing",1.12505532546785,0.647684438323824,27
"cellular response to growth hormone stimulus",1.14022248039525,0.648792225326507,17
"necroptotic process",1.12127183879929,0.649080132298523,29
"regulation of mitotic cell cycle",1.05670915487835,0.649127515751638,261
"positive regulation of organelle assembly",1.0985573904536,0.649145139500133,56
"regulation of cellular response to transforming growth factor beta stimulus",1.10019869147679,0.649184216063197,72
"regulation of protein localization to cell periphery",1.08980575470203,0.649184216063197,83
"cellular response to chemical stress",1.06464479345264,0.650962514916743,184
"pinocytosis",1.14614461476756,0.650962514916743,13
"positive regulation of cell cycle g1 s phase transition",1.11978244493236,0.650962514916743,29
"regulation of receptor catabolic process",1.14151109283268,0.651133434725671,10
"regulation of execution phase of apoptosis",1.14050663730479,0.651275059334444,15
"developmental growth involved in morphogenesis",1.0872672961922,0.651396867610357,80
"ectoderm development",-1.20450203108566,0.651396867610357,11
"negative regulation of hormone secretion",1.13095073773961,0.651396867610357,19
"positive regulation of leukocyte degranulation",-1.06213114468324,0.651396867610357,16
"positive regulation of protein catabolic process",1.0738723576332,0.651396867610357,129
"regulation of peptide transport",1.09643568696393,0.651396867610357,74
"synaptic transmission glutamatergic",1.13085003190857,0.651396867610357,19
"developmental process involved in reproduction",1.04980708521197,0.653230813380758,310
"positive regulation of glial cell proliferation",1.1293925854144,0.653230813380758,12
"ribosomal subunit export from nucleus",1.12871978560844,0.653230813380758,12
"trophoblast cell migration",1.13932150259028,0.653230813380758,10
"negative regulation of type i interferon production",1.11271258213099,0.654014170949361,33
"leukocyte homeostasis",1.09476995984059,0.654662218893957,74
"positive regulation of filopodium assembly",1.14022300019973,0.655319496855346,13
"positive regulation of neurogenesis",1.08680382713109,0.655319496855346,88
"negative regulation of interferon beta production",1.13731798167829,0.655845861636915,10
"negative regulation of post translational protein modification",1.09171911493178,0.65794402876104,62
"protein k11 linked ubiquitination",1.109050296438,0.658737845420654,31
"response to axon injury",1.11720479663376,0.659516777659814,27
"memory",1.10823595401675,0.659997545649349,45
"nuclear envelope organization",1.10738338678103,0.659997545649349,46
"regulation of membrane permeability",1.10924772163509,0.659997545649349,43
"negative regulation of hippo signaling",1.1414211633565,0.660316581624466,14
"positive regulation of mononuclear cell migration",1.1058411628218,0.661165496580524,49
"intermediate filament based process",1.13280858249032,0.66123753117207,18
"macromolecule depalmitoylation",-1.15897102283977,0.66123753117207,11
"negative regulation of protein ubiquitination",1.10091608739816,0.66123753117207,50
"positive regulation of glucose metabolic process",1.10758813172572,0.66123753117207,25
"positive regulation of gtpase activity",1.09980815175355,0.66123753117207,50
"heart development",1.05441787769893,0.662433983926521,211
"negative regulation of rho protein signal transduction",1.13672636040341,0.662433983926521,13
"positive regulation of autophagy",1.07215752283986,0.662433983926521,119
"positive regulation of gliogenesis",1.11592135486293,0.662433983926521,27
"myoblast fusion",1.1324317878884,0.66266477972587,16
"positive regulation of steroid metabolic process",1.13229739793714,0.66266477972587,16
"canonical wnt signaling pathway",1.07103805247701,0.662968316599602,121
"tight junction assembly",1.10951339340074,0.663068905499145,23
"protein modification by small protein removal",1.07941569396144,0.663471903397508,83
"negative regulation of cell junction assembly",1.12864214411554,0.664082641852807,10
"oocyte differentiation",1.11806982697487,0.664082641852807,21
"proteoglycan catabolic process",1.12883820687233,0.664082641852807,10
"regulation of ubiquitin protein transferase activity",1.11336400325897,0.665164357685989,12
"response to reactive oxygen species",1.07573225997878,0.665164357685989,100
"regulation of endoplasmic reticulum stress induced intrinsic apoptotic signaling pathway",1.1138216280989,0.666533631079647,27
"cell junction maintenance",1.13648636013571,0.666606030887339,14
"prostanoid biosynthetic process",1.11240538287056,0.666606030887339,12
"protein n linked glycosylation",1.09920577475898,0.667319577142262,44
"organelle localization",1.04212441576633,0.667374547742646,354
"positive regulation of cellular response to insulin stimulus",1.13272457309618,0.667374547742646,14
"positive regulation of hormone secretion",1.09965171098556,0.667374547742646,46
"regulation of alcohol biosynthetic process",1.11658225613237,0.667374547742646,20
"regulation of calcium mediated signaling",1.10067657364686,0.667374547742646,48
"regulation of neutrophil migration",1.12622918450293,0.667374547742646,17
"regulation of superoxide metabolic process",-1.07012504188127,0.667374547742646,17
"synapse maturation",1.11104849104847,0.667374547742646,12
"dna replication",1.0572916052087,0.669390695141768,156
"interleukin 12 production",1.10587806304318,0.669756158873806,29
"positive regulation of biomineral tissue development",1.11004227526496,0.670301121617717,12
"collagen biosynthetic process",1.12544719126202,0.671101127861177,15
"coronary vasculature development",-1.06994165309316,0.671101127861177,15
"late endosome to vacuole transport",1.10016873816923,0.671101127861177,31
"lymphocyte mediated immunity",1.05982027044028,0.671101127861177,169
"monoatomic ion transport",1.03893886718559,0.671101127861177,410
"peptidyl cysteine modification",1.11745393222685,0.671101127861177,11
"regulation of protein binding",1.09805387997445,0.671101127861177,42
"regulation of t cell differentiation in thymus",1.12524539386243,0.671101127861177,16
"sterol biosynthetic process",1.09496701183323,0.671101127861177,41
"regulation of synaptic vesicle recycling",1.12350244117536,0.671363359707851,18
"positive regulation of smooth muscle cell migration",1.11610089487173,0.671738682964675,11
"neutrophil migration",1.09665981941714,0.672282916479444,42
"positive regulation of granulocyte chemotaxis",1.12137725778102,0.672282916479444,10
"cellular response to steroid hormone stimulus",1.06622138870559,0.672772615733781,119
"male sex differentiation",1.08132965262753,0.672772615733781,54
"regulation of synaptic transmission glutamatergic",1.12753987723145,0.672878667724028,14
"lactate metabolic process",1.1281800673555,0.673149954480427,13
"aortic valve morphogenesis",1.11895584922239,0.673728420664968,10
"lymphocyte homeostasis",1.08293877699136,0.673728420664968,57
"mitochondrial depolarization",1.12634740151563,0.673728420664968,13
"negative regulation of programmed necrotic cell death",1.11005959202749,0.673728420664968,11
"nuclear pore complex assembly",1.1192553639943,0.673728420664968,10
"positive regulation of protein localization",1.04765392178611,0.673728420664968,279
"protein destabilization",1.09904673253891,0.673728420664968,36
"protein targeting",1.04522803689903,0.673728420664968,229
"regulation of mitochondrial depolarization",1.11883767755415,0.673728420664968,10
"regulation of release of cytochrome c from mitochondria",1.10174439337307,0.673728420664968,27
"response to vitamin",1.10167639776027,0.673728420664968,30
"peptidyl lysine acetylation",1.10637035566551,0.673983184397745,12
"protein depolymerization",1.08209753918733,0.673983184397745,57
"regulation of t cell receptor signaling pathway",1.09859041508961,0.673983184397745,40
"response to amyloid beta",1.11939203890878,0.673983184397745,17
"regulation of cell migration involved in sprouting angiogenesis",1.1197591729173,0.674030800018841,15
"vascular endothelial growth factor production",1.10490523537752,0.674257356320944,12
"camp mediated signaling",1.11675104725948,0.674771755321705,10
"host mediated suppression of symbiont invasion",1.12079705220119,0.674771755321705,13
"kinetochore assembly",1.11633070926034,0.674771755321705,10
"membrane biogenesis",1.09284564262307,0.674771755321705,42
"negative regulation of release of cytochrome c from mitochondria",1.11911853827574,0.674771755321705,13
"nuclear pore organization",1.12143814386167,0.674771755321705,13
"positive regulation of cilium assembly",1.12103562614995,0.674771755321705,18
"positive regulation of peptide secretion",1.09151744289552,0.674771755321705,39
"positive regulation of protein modification process",1.04907955554641,0.674771755321705,212
"regulation of neuroblast proliferation",1.12067910861534,0.674771755321705,13
"regulation of receptor localization to synapse",-1.05463752979831,0.674771755321705,15
"temperature homeostasis",1.08228159095428,0.674771755321705,75
"vascular process in circulatory system",1.08408930966053,0.674771755321705,74
"membrane docking",1.0832736842096,0.676815794688862,58
"urogenital system development",1.11944042330224,0.676815794688862,18
"positive regulation of nervous system development",1.07358910374335,0.677612112911816,92
"positive regulation of sterol transport",1.10609735023469,0.677612112911816,11
"somite development",1.1010259105943,0.677612112911816,24
"mechanoreceptor differentiation",1.11628877975842,0.678843548454052,15
"alpha beta t cell proliferation",1.09285189849311,0.680267641251551,28
"regulation of tumor necrosis factor mediated signaling pathway",1.08881012018375,0.681718404024849,42
"development of primary sexual characteristics",1.07914121815765,0.681893260934114,72
"cell cell junction organization",1.07466761106396,0.682172629282233,62
"heparan sulfate proteoglycan biosynthetic process",-1.11297286746426,0.682220197255575,10
"isoprenoid biosynthetic process",1.09855246659856,0.682220197255575,12
"photoreceptor cell maintenance",-1.11653374759479,0.682220197255575,10
"regulation of myoblast fusion",1.10389353971205,0.682220197255575,11
"regulation of protein neddylation",1.11488732483034,0.682220197255575,13
"wound healing",1.05475500296589,0.682220197255575,165
"neuron fate commitment",1.11170004377103,0.682311278811731,13
"positive regulation of cellular respiration",1.10759586838958,0.682311278811731,10
"proteasome mediated ubiquitin dependent protein catabolic process",1.04063500154355,0.684507958198364,305
"negative regulation of oxidative stress induced intrinsic apoptotic signaling pathway",1.10036626938677,0.684799756171899,19
"microtubule organizing center organization",1.07335616345631,0.685071903178899,87
"ire1 mediated unfolded protein response",1.11441129404249,0.685077803875514,18
"positive regulation of calcium ion transport",-1.16295095506185,0.685077803875514,36
"ventricular cardiac muscle tissue morphogenesis",-1.03970013001425,0.685200437800566,15
"lipid droplet organization",1.10392456570049,0.685726045357193,21
"mrna modification",1.1158669253461,0.685726045357193,14
"negative regulation of lipid transport",1.11554138956514,0.685726045357193,14
"regulation of nucleotide metabolic process",1.08544934643073,0.685726045357193,47
"connective tissue development",1.0716617202893,0.6861628976805,91
"escrt complex disassembly",1.10523388752,0.6861628976805,10
"immune response to tumor cell",1.1034252973009,0.6861628976805,21
"regulation of proteasomal ubiquitin dependent protein catabolic process",1.07169099549528,0.6861628976805,88
"positive regulation of leukocyte migration",1.07324120870909,0.686910306310227,64
"regulation of protein targeting to membrane",-1.03249231791885,0.687715124089973,18
"negative regulation of ubiquitin dependent protein catabolic process",1.08337097676104,0.68774062816616,39
"circulatory system process",1.05228272942991,0.68958197979177,168
"sprouting angiogenesis",1.07941786255639,0.691447714505796,50
"regulation of telomere capping",1.10537311847176,0.693139292619924,13
"rna methylation",1.07545821998635,0.69381656936063,58
"negative regulation of lipid metabolic process",1.08885938280759,0.69384808092267,37
"lactation",1.10804701073847,0.696401074956421,18
"biomineral tissue development",1.0764498629937,0.696685158478689,48
"centromere complex assembly",1.10684190892527,0.698696866427569,14
"endomembrane system organization",1.03397253721904,0.699429575408153,369
"positive regulation of phosphorus metabolic process",1.04770807522982,0.699429575408153,145
"regulation of carbohydrate catabolic process",1.08771428973516,0.699429575408153,37
"negative regulation of intrinsic apoptotic signaling pathway in response to dna damage",1.1028599327231,0.700185852465086,17
"positive regulation of myoblast differentiation",1.08015698419649,0.700185852465086,28
"regulation of ubiquitin dependent protein catabolic process",1.05284844061024,0.700185852465086,116
"positive regulation of response to wounding",1.09428925344993,0.701386684237324,19
"negative regulation of potassium ion transport",1.09744806621307,0.701481669694223,10
"establishment of mitochondrion localization",1.09656472767322,0.701779188305443,20
"fibroblast apoptotic process",1.10154465251893,0.701779188305443,18
"positive regulation of steroid biosynthetic process",1.10420348502071,0.70399452202685,14
"potassium ion homeostasis",1.08699323376752,0.70399452202685,11
"regulation of biomineral tissue development",1.07988678878274,0.70399452202685,28
"blastocyst formation",-0.831116795732286,0.705197771174802,29
"deoxyribonucleotide catabolic process",1.09035339466457,0.705197771174802,19
"enteroendocrine cell differentiation",1.08603497456164,0.705197771174802,11
"negative regulation of b cell activation",1.10332963013553,0.705197771174802,14
"regulation of hormone secretion",1.06205745021849,0.705197771174802,90
"regulation of muscle hypertrophy",1.07814812195023,0.705197771174802,34
"skeletal muscle cell proliferation",1.09307443170225,0.705197771174802,10
"inner ear receptor cell development",1.09531892207799,0.705774796235776,13
"regulation of blood pressure",1.07495810260495,0.70637809666019,44
"regulation of morphogenesis of an epithelium",1.0929718406549,0.707052047844491,13
"aminoglycan catabolic process",1.08376978764523,0.708140073260073,12
"morphogenesis of an epithelium",1.04457904170132,0.708140073260073,150
"organic cation transport",1.08568763062757,0.708140073260073,38
"regulation of tissue remodeling",1.07531475574976,0.708140073260073,27
"positive regulation of b cell proliferation",1.08344684383311,0.709528531169451,23
"isotype switching to igg isotypes",1.08962848828241,0.711425951934596,10
"lysosomal lumen acidification",1.08308186101568,0.711425951934596,23
"macrophage chemotaxis",1.08831581848984,0.711425951934596,13
"negative regulation of amide metabolic process",1.09646240573825,0.711425951934596,14
"negative regulation of phagocytosis",1.09671090671489,0.711425951934596,14
"positive regulation of neuron differentiation",1.08431503661542,0.711425951934596,22
"regulation of centrosome cycle",1.0772365146494,0.711425951934596,36
"regulation of neurotransmitter transport",1.07191765004995,0.711425951934596,30
"negative regulation of stem cell population maintenance",1.09867317434601,0.711965381664749,16
"monosaccharide biosynthetic process",1.06668130407861,0.712091778292073,48
"multivesicular body organization",1.07120102576379,0.712091778292073,28
"negative regulation of b cell apoptotic process",1.07802821077573,0.712091778292073,11
"negative regulation of lipid localization",1.08249381974503,0.712091778292073,22
"negative regulation of cytokine production involved in immune response",1.09443521907988,0.712512227172352,14
"regulation of myeloid leukocyte differentiation",1.06296050924756,0.712512227172352,63
"erad pathway",1.062719829669,0.713298470743859,79
"negative regulation of transmembrane transport",1.0634933559624,0.713298470743859,52
"regulation of endopeptidase activity",1.08709342708403,0.713298470743859,10
"regulation of mitochondrial membrane permeability involved in apoptotic process",1.07055178253359,0.713298470743859,30
"regulation of systemic arterial blood pressure mediated by a chemical signal",1.08611587848706,0.713521130856455,13
"positive regulation of cell morphogenesis",1.09219387123763,0.714163579710984,14
"cellular response to reactive nitrogen species",1.085077705573,0.714185922807589,10
"dna synthesis involved in dna repair",1.08089203399502,0.715575909444396,23
"ubiquitin dependent protein catabolic process via the multivesicular body sorting pathway",1.06836265443807,0.715575909444396,28
"antigen processing and presentation of endogenous peptide antigen",1.0903043540777,0.717720235968411,14
"endoplasmic reticulum tubular network organization",1.09245290163577,0.717720235968411,16
"fc gamma receptor signaling pathway",-1.17465954149994,0.717720235968411,20
"microtubule polymerization or depolymerization",1.06052311889698,0.717720235968411,78
"protein localization to chromosome telomeric region",1.08546651023753,0.717720235968411,20
"regulation of leukocyte mediated immunity",1.04022299391115,0.717720235968411,139
"gtp metabolic process",1.09205950433173,0.721042164308336,15
"negative regulation of leukocyte mediated immunity",1.06944291820917,0.72176442267069,40
"base excision repair",1.07351413296146,0.72186651465838,35
"transcription coupled nucleotide excision repair",1.08234915864611,0.72186651465838,10
"lung morphogenesis",1.08007137019623,0.72224451653708,18
"negative regulation of biomineral tissue development",1.07370772503551,0.72224451653708,11
"secondary metabolic process",1.08916860915227,0.72224451653708,15
"semi lunar valve development",1.09054980210737,0.72224451653708,15
"regulation of response to oxidative stress",1.07944076083561,0.72288407821229,18
"amide transport",1.04272756983635,0.723178552324281,115
"cerebral cortex radially oriented cell migration",1.07960591418849,0.723448996014715,13
"motor behavior",1.07659653600436,0.723758396935654,19
"negative regulation of muscle cell differentiation",1.0663332631758,0.723758396935654,27
"female sex differentiation",1.06619678236722,0.726232377242689,34
"glycosyl compound catabolic process",1.0844747135607,0.726232377242689,15
"nad metabolic process",1.08602869898758,0.726232377242689,15
"regulation of mitochondrion organization",1.06151878835529,0.726232377242689,76
"response to uv",1.05202632468585,0.726232377242689,97
"cell cell adhesion via plasma membrane adhesion molecules",1.07103952852472,0.726478515934676,31
"protein localization to microtubule organizing center",1.06615531394856,0.726478515934676,29
"sarcomere organization",-1.04806366080784,0.726478515934676,13
"constitutive heterochromatin formation",1.06811070891507,0.727254326942919,33
"regulation of autophagy",1.03087454201025,0.727364653085274,264
"positive regulation of sodium ion transport",-1.04449803590451,0.728225359911406,11
"protein autoprocessing",1.07747877294904,0.728225359911406,13
"meiotic cell cycle",1.0411562001267,0.730235619469027,102
"response to amino acid starvation",1.06362458515827,0.730235619469027,41
"negative regulation of peptidyl tyrosine phosphorylation",1.06463995845566,0.73260266437062,12
"regulation of cell projection organization",1.02886463997902,0.73260266437062,272
"cellular response to interleukin 1",1.05569902794412,0.732723899477146,43
"female meiotic nuclear division",1.07595403141982,0.732723899477146,16
"positive regulation of lymphocyte migration",1.06714174194706,0.732723899477146,31
"positive regulation of natural killer cell mediated cytotoxicity",1.07632117970471,0.732723899477146,21
"response to estrogen",1.07112581351998,0.732723899477146,23
"cell cell junction assembly",1.06195242082561,0.733215146345483,40
"nuclear receptor mediated signaling pathway",1.0375346043743,0.733356901766368,116
"meiotic chromosome segregation",1.05390735202426,0.734108995214449,30
"regulation of generation of precursor metabolites and energy",1.05619347669017,0.734108995214449,77
"dna methylation dependent constitutive heterochromatin formation",1.06709335068416,0.735966431518326,19
"forebrain generation of neurons",1.06029595607358,0.735966431518326,27
"eye morphogenesis",1.05848563540624,0.737385156900869,40
"glial cell differentiation",1.04657998642332,0.737385156900869,99
"negative regulation of defense response to virus",1.06084882484951,0.737385156900869,12
"negative regulation of nucleotide catabolic process",1.05978514133271,0.737385156900869,11
"negative regulation of protein containing complex disassembly",1.05678093838814,0.737385156900869,45
"positive regulation of jun kinase activity",1.057260208835,0.737385156900869,11
"regulation of action potential",1.07500042008464,0.737385156900869,14
"vascular associated smooth muscle cell differentiation",1.07336193010346,0.737385156900869,10
"cardiac chamber morphogenesis",-0.976474285252502,0.737489678767993,34
"behavior",1.02870871367146,0.738627637627259,211
"negative regulation of neural precursor cell proliferation",1.05333749589404,0.738627637627259,11
"negative regulation of small molecule metabolic process",1.05176684587132,0.738627637627259,47
"negative regulation of torc1 signaling",1.0584716988578,0.738627637627259,36
"neuron projection organization",1.06360829423775,0.738627637627259,31
"porphyrin containing compound metabolic process",-0.862218105411197,0.738627637627259,30
"receptor localization to synapse",-0.773916381745754,0.738627637627259,30
"regulation of immunoglobulin production",1.05443789996623,0.738627637627259,45
"regulation of insulin secretion",1.05647727390427,0.738627637627259,68
"cardiac muscle cell differentiation",1.06119640375452,0.738937417637401,38
"deoxyribonucleoside monophosphate metabolic process",1.0706009748624,0.738937417637401,15
"negative regulation of actin filament bundle assembly",1.06723738527428,0.738937417637401,16
"nuclear membrane organization",1.06132642580443,0.738937417637401,38
"organelle inheritance",1.07204290529334,0.738937417637401,14
"regulation of b cell proliferation",1.05866850796531,0.738937417637401,33
"regulation of peptidase activity",1.06739055047158,0.738937417637401,16
"positive regulation of cell projection organization",1.03255765690594,0.739802698654891,152
"modification of synaptic structure",1.0713904808295,0.740341610030729,21
"process utilizing autophagic mechanism",1.022405527927,0.740791270313458,426
"receptor metabolic process",1.05071268385898,0.740791270313458,48
"transposition",1.0661399379835,0.740791270313458,16
"adaptive thermogenesis",1.0500628476721,0.740885858890862,75
"negative regulation of monoatomic ion transmembrane transport",1.05008198723223,0.740885858890862,35
"positive regulation of b cell differentiation",1.05354983037728,0.740885858890862,12
"tight junction organization",1.05253177222042,0.740885858890862,25
"skin epidermis development",1.05579081901822,0.7422551917073,34
"positive regulation of cellular response to transforming growth factor beta stimulus",1.06182896497684,0.74439844731646,18
"positive regulation of cholesterol metabolic process",1.04766248018163,0.744943014787435,11
"establishment of spindle orientation",1.0603846164466,0.746480938416422,23
"positive regulation of osteoclast differentiation",1.04976824333809,0.746480938416422,12
"regulation of gtpase activity",1.04779232429941,0.746660685403297,75
"epithelial cell morphogenesis",1.06309601423311,0.746700485395516,13
"protein autophosphorylation",1.04541567755958,0.746700485395516,63
"appendage morphogenesis",1.05622020814675,0.747900869686338,38
"vascular endothelial cell response to fluid shear stress",1.04330061765404,0.748068367519031,11
"peptidyl amino acid modification",1.02223992306873,0.74862329524709,233
"regulation of filopodium assembly",1.05801888715211,0.74898559596168,20
"mammary gland morphogenesis",1.04672261749592,0.751149457252241,12
"response to estradiol",1.04719318556739,0.751614431033284,46
"protein k63 linked deubiquitination",1.0547148525365,0.751794263966036,19
"protein localization to chromosome centromeric region",1.06195988804373,0.751794263966036,10
"regulation of carbohydrate metabolic process",1.04073712829203,0.751794263966036,92
"regulation of protein depolymerization",1.04582692410479,0.751834114831584,46
"regulation of leukocyte chemotaxis",1.03889601096427,0.752190415533446,50
"collagen metabolic process",1.04874275608751,0.754119567202603,31
"detection of chemical stimulus",1.06024113493069,0.754119567202603,10
"endocrine pancreas development",1.05730750982596,0.754119567202603,15
"keratinocyte differentiation",1.05129575140772,0.754119567202603,36
"negative regulation of dna replication",1.04352193165275,0.754119567202603,12
"regulation of neutrophil chemotaxis",1.0388176276636,0.754119567202603,12
"striated muscle cell apoptotic process",1.04815077493283,0.754119567202603,25
"mitochondrial calcium ion transmembrane transport",1.05574606492914,0.754217243890579,20
"negative regulation of monoatomic ion transport",1.04444977825814,0.75480707139615,42
"dna double strand break processing",1.05933137247735,0.756459205172704,10
"nucleoside monophosphate catabolic process",1.05817532889252,0.756459205172704,10
"epigenetic programming of gene expression",1.05187590153534,0.756725397888871,17
"myeloid cell apoptotic process",1.05850502814808,0.758030161126064,22
"regulation of acute inflammatory response",1.05207459354305,0.758030161126064,13
"fertilization",1.03439150626147,0.758895942553664,52
"regulation of b cell apoptotic process",1.04953712051715,0.759017709213768,15
"regulation of cholesterol biosynthetic process",1.05184859376817,0.759017709213768,15
"regulation of hormone metabolic process",1.05614060434099,0.759017709213768,14
"regulation of developmental growth",1.02736056577634,0.759439187331422,112
"protein k48 linked ubiquitination",1.0373700310814,0.760259127029828,78
"regulation of myoblast differentiation",1.04621044308651,0.760259127029828,39
"regulation of ph",1.03549243688898,0.760259127029828,50
"response to platelet derived growth factor",1.03673095829069,0.760259127029828,11
"signal peptide processing",1.04937497964996,0.760259127029828,13
"smoothened signaling pathway",1.03687561190069,0.760259127029828,46
"telencephalon glial cell migration",1.04886452140571,0.760259127029828,10
"long chain fatty acid transport",1.05748471104915,0.760403714434454,21
"cgas sting signaling pathway",1.04360918469201,0.760456459334389,16
"positive regulation of phosphorylation",1.0262823425142,0.760793594214509,124
"angiogenesis involved in wound healing",1.04544487865038,0.761314008954158,10
"cd40 signaling pathway",1.02964139479601,0.761314008954158,12
"glycophagy",1.04804366283258,0.761314008954158,10
"mitotic g1 s transition checkpoint signaling",1.032772664021,0.761314008954158,11
"positive regulation of cholesterol biosynthetic process",1.04552007511506,0.761314008954158,10
"regulation of granulocyte chemotaxis",1.04619390000316,0.761314008954158,18
"regulation of protein tyrosine kinase activity",1.04564603484066,0.761314008954158,15
"regulation of tube size",1.04263897314207,0.761314008954158,40
"response to interleukin 1",1.04374856303537,0.761314008954158,58
"mesoderm morphogenesis",1.04919321884595,0.76179983601273,20
"mitophagy",1.04064759144999,0.76179983601273,71
"astrocyte differentiation",1.04418489658831,0.762658138750402,34
"chondroitin sulfate proteoglycan metabolic process",-0.992694249721945,0.763943973377097,10
"insulin metabolic process",1.03647545488826,0.763943973377097,10
"oocyte maturation",1.0317021466887,0.763943973377097,11
"protein deneddylation",1.03747201613792,0.763943973377097,10
"smooth muscle contraction",1.05263951712109,0.763943973377097,23
"antigen processing and presentation of endogenous antigen",1.0358201291465,0.765005151983514,16
"b cell activation involved in immune response",1.04056824864557,0.765005151983514,56
"diol biosynthetic process",-0.985539868421446,0.765005151983514,11
"golgi to plasma membrane protein transport",1.03409667121074,0.765005151983514,32
"immune system development",1.02249209995802,0.765005151983514,125
"intracellular ph reduction",1.03618673653815,0.765005151983514,36
"mitochondrial calcium ion homeostasis",1.03743298144228,0.765005151983514,19
"negative regulation of plasma membrane bounded cell projection assembly",1.03786973860128,0.765005151983514,17
"negative regulation of proteolysis involved in protein catabolic process",1.03043538290907,0.765005151983514,46
"nuclear mrna surveillance",1.02849163222819,0.765005151983514,11
"positive regulation of alcohol biosynthetic process",1.02593789774577,0.765005151983514,11
"positive regulation of bone mineralization",1.0343048958934,0.765005151983514,10
"positive regulation of calcineurin mediated signaling",1.03023192205376,0.765005151983514,11
"positive regulation of membrane permeability",1.04040030401134,0.765005151983514,31
"protein transport to vacuole involved in ubiquitin dependent protein catabolic process via the multivesicular body sorting pathway",1.0247954140718,0.765005151983514,12
"rap protein signal transduction",-1.00571296594137,0.765005151983514,11
"regulation of microtubule based movement",1.04081409079654,0.765005151983514,13
"regulation of receptor signaling pathway via stat",1.03560981257443,0.765005151983514,43
"response to toxic substance",1.02965348205436,0.765005151983514,95
"sphingoid metabolic process",-1.00361160161638,0.765005151983514,11
"t cell homeostasis",1.03668757745138,0.765005151983514,33
"cellular response to toxic substance",1.02571446609087,0.766239410307207,52
"cell cycle phase transition",1.01869836873283,0.766239410307207,295
"diol metabolic process",-1.00491122552972,0.766239410307207,14
"positive regulation of cell cycle g2 m phase transition",1.01916650892383,0.766239410307207,12
"pyrimidine containing compound catabolic process",1.0423695933852,0.766239410307207,18
"striated muscle cell proliferation",1.03632485180406,0.766239410307207,27
"protein n linked glycosylation via asparagine",1.03736514186191,0.767611589860976,30
"regulation of lysosomal lumen ph",1.03521141541559,0.768004630908684,27
"lytic vacuole organization",1.03545630732287,0.768334488334488,77
"hematopoietic stem cell homeostasis",1.03750203095689,0.768622915640611,13
"positive regulation of cell division",1.03487178435433,0.768622915640611,29
"acute inflammatory response",1.03520164272388,0.769412240213777,30
"gpi anchor metabolic process",-0.939015674954009,0.769412240213777,21
"insulin receptor signaling pathway",1.03232514737774,0.769412240213777,73
"positive regulation of insulin secretion involved in cellular response to glucose stimulus",1.03471586029598,0.769412240213777,15
"regulation of canonical wnt signaling pathway",1.02179027636171,0.769412240213777,106
"negative regulation of stem cell differentiation",1.03420673491081,0.77019639361913,15
"negative regulation of proteasomal protein catabolic process",1.03827717220976,0.770592485362288,39
"nucleoside catabolic process",1.03630474413023,0.77105960409915,13
"epidermis development",1.02649010268957,0.771871249951612,90
"negative regulation of mirna metabolic process",1.02650346373688,0.771871249951612,16
"protein insertion into mitochondrial inner membrane",1.01355738437966,0.772804458234922,12
"chromosome separation",1.03360075012034,0.774845112608365,39
"neural retina development",1.02995076057022,0.774845112608365,19
"regulation of cell cycle phase transition",1.01233129759316,0.774845112608365,233
"protein localization to cilium",1.02796375270832,0.774954268555524,28
"positive regulation of glial cell differentiation",1.02899094807692,0.775426980144669,15
"regulation of retrograde protein transport er to cytosol",1.02728397918258,0.77887896976439,10
"positive regulation of insulin secretion",1.02416075560079,0.780089154577546,36
"positive regulation of transport",1.01367557565329,0.780596685262,347
"sensory system development",1.0164548862698,0.780596685262,113
"tumor necrosis factor superfamily cytokine production",1.02076586085445,0.780981246832235,90
"dendritic transport",1.0146077654754,0.781127733026467,11
"regulation of calcium ion import",-0.989874217809251,0.781127733026467,14
"cellular oxidant detoxification",1.02928784181019,0.78215769764558,38
"muscle organ development",1.01629831952552,0.785209972940034,119
"positive regulation of tumor necrosis factor superfamily cytokine production",1.02722001401326,0.785209972940034,55
"regulation of cell cycle checkpoint",1.03830696323292,0.785209972940034,23
"regulation of cholesterol metabolic process",1.03886366602493,0.785209972940034,23
"positive regulation of lipid transport",1.03719575613292,0.786565418510616,23
"adenylate cyclase activating g protein coupled receptor signaling pathway",1.0232403595121,0.787415988378467,40
"negative regulation of secretion",1.02626864152265,0.787415988378467,62
"antigen processing and presentation of peptide antigen via mhc class i",1.03164792116033,0.788407574659456,21
"embryonic appendage morphogenesis",1.02282956491049,0.788407574659456,34
